event_id,participant_id,session_id,recording_date,scenario_id,worker_id,helmet_id,hazard_id,hazard_type,occurred_at,event_duration_seconds,rssi_mean,rssi_peak,rssi_min,rssi_std,rssi_slope,warning_duration_seconds,danger_duration_seconds,state_transition_count,packet_loss_count,acceleration_max_g,gyroscope_max_dps,orientation_change_deg,sudden_motion,candidate_impact,candidate_fall,post_event_stillness_seconds,temperature_c,humidity_percent,mq135_deviation,hazard_active,alarm_level,local_warning_success,repeated_exposure_count,similar_event_count,connectivity_status,supervisor_priority,verification_label,label_source,data_origin
EVT-SYN-0000024,P024,S01,2026-03-25,FORKLIFT_APPROACH,W04,HELMET-W04,F02,FORKLIFT,2026-03-25T07:00:00+00:00,11.067,-69.239,-65.414,-70.876,3.084,3.242,6.258,2.677,3,2,1.3934,74.318,23.532,False,False,False,1.487,31.15,67.506,136.567,True,HIGH,True,1,0,ONLINE,LOW,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000025,P025,S01,2026-03-28,FORKLIFT_APPROACH,W05,HELMET-W05,F02,FORKLIFT,2026-03-28T07:00:00+00:00,8.86,-67.081,-57.829,-74.902,5.64,1.0731,7.069,0.617,4,0,1.7321,102.155,38.719,True,False,False,0.0,26.501,57.315,363.35,True,HIGH,True,0,0,ONLINE,LOW,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000026,P026,S01,2026-03-31,NORMAL_PASSAGE,W06,HELMET-W06,G01,GRINDING_MACHINE,2026-03-31T07:00:00+00:00,2.541,-79.732,-72.483,-84.672,3.631,0.4807,0.0,1.467,2,1,1.2298,19.869,6.471,False,False,False,0.0,29.156,60.046,543.894,False,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000027,P027,S01,2026-04-03,SUDDEN_MOTION_AFTER_WARNING,W07,HELMET-W07,F01,FORKLIFT,2026-04-03T07:00:00+00:00,13.118,-66.262,-62.062,-72.437,2.45,3.1873,7.589,4.47,1,4,3.4362,206.038,42.568,True,False,False,1.157,26.314,55.91,2.063,True,CRITICAL,True,0,0,ONLINE,MEDIUM,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000028,P028,S01,2026-01-06,AIR_QUALITY_DEGRADATION,W08,HELMET-W08,G01,GRINDING_MACHINE,2026-01-06T07:00:00+00:00,4.082,-75.745,-69.982,-78.48,2.893,-0.6259,3.423,0.0,3,1,1.4628,78.73,7.463,False,False,False,1.229,25.957,53.612,640.089,True,MODERATE,True,0,0,ONLINE,LOW,SIMULATED_ENVIRONMENTAL_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000029,P029,S01,2026-01-09,NORMAL_WORK_NEAR_MACHINE,W09,HELMET-W09,G01,GRINDING_MACHINE,2026-01-09T07:00:00+00:00,9.472,-75.932,-69.043,-79.9,3.164,-0.3001,7.404,0.797,2,0,1.5394,90.859,16.151,False,False,False,0.0,31.851,48.785,11.223,True,MODERATE,True,2,1,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000030,P030,S01,2026-01-12,NORMAL_WORK_NEAR_MACHINE,W10,HELMET-W10,F02,FORKLIFT,2026-01-12T07:00:00+00:00,9.712,-73.288,-65.761,-75.939,3.369,0.3138,6.767,0.0,1,0,1.432,67.411,0.411,False,False,False,0.753,30.649,62.629,-19.119,True,HIGH,True,2,1,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000031,P031,S01,2026-01-15,REPEATED_EXPOSURE,W11,HELMET-W11,F03,FORKLIFT,2026-01-15T07:00:00+00:00,14.751,-64.733,-58.167,-68.862,3.557,0.8585,7.774,3.034,1,3,1.9008,55.959,29.033,False,False,False,0.0,30.281,66.109,47.082,True,HIGH,True,6,0,ONLINE,MEDIUM,SIMULATED_REPEATED_EXPOSURE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000032,P032,S01,2026-01-18,RSSI_FLUCTUATION,W12,HELMET-W12,F03,FORKLIFT,2026-01-18T07:00:00+00:00,5.405,-72.111,-59.62,-84.119,7.883,1.3689,3.622,0.0,3,2,1.3742,53.894,17.671,False,False,True,3.042,27.83,67.829,370.212,True,HIGH,True,2,0,ONLINE,MEDIUM,SYNTHETIC_FALSE_ALARM,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000033,P033,S01,2026-01-21,FALL_CANDIDATE,W13,HELMET-W13,G01,GRINDING_MACHINE,2026-01-21T07:00:00+00:00,6.871,-63.646,-55.586,-71.216,4.55,-0.8182,3.008,2.62,3,1,4.0086,370.617,75.539,True,False,False,1.476,27.917,65.214,249.235,True,CRITICAL,True,2,1,ONLINE,MEDIUM,SIMULATED_FALL_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000034,P034,S01,2026-01-24,HAZARD_INACTIVE,W14,HELMET-W14,G01,GRINDING_MACHINE,2026-01-24T07:00:00+00:00,9.438,-67.226,-60.749,-73.544,3.49,-1.4365,6.364,1.036,3,1,1.4971,85.906,10.397,True,False,False,3.078,29.578,63.661,-142.886,False,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_HAZARD_INACTIVE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000035,P035,S01,2026-01-27,FORKLIFT_APPROACH,W15,HELMET-W15,F01,FORKLIFT,2026-01-27T07:00:00+00:00,10.914,-66.123,-55.578,-75.576,6.011,2.5442,6.018,2.712,3,0,1.2129,79.049,13.947,False,False,False,0.922,25.979,71.881,139.986,True,CRITICAL,True,3,0,ONLINE,LOW,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000036,P036,S01,2026-01-30,NORMAL_WORK_NEAR_MACHINE,W16,HELMET-W16,F03,FORKLIFT,2026-01-30T07:00:00+00:00,8.241,-77.239,-74.653,-82.717,2.901,-0.7296,5.662,0.038,1,0,1.2799,99.966,0.0,False,False,False,0.0,29.263,71.361,-71.353,False,MODERATE,False,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000037,P037,S01,2026-02-02,SUDDEN_MOTION_AFTER_WARNING,W17,HELMET-W17,F02,FORKLIFT,2026-02-02T07:00:00+00:00,8.922,-63.322,-57.298,-69.848,3.435,1.4709,3.724,3.304,3,2,3.166,189.224,43.324,True,True,False,3.74,29.543,67.708,335.488,True,HIGH,True,1,4,ONLINE,HIGH,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000038,P038,S01,2026-02-05,SUDDEN_MOTION_AFTER_WARNING,W18,HELMET-W18,F01,FORKLIFT,2026-02-05T07:00:00+00:00,7.558,-62.233,-53.919,-69.306,5.077,2.2932,3.378,3.594,3,1,3.429,214.201,40.379,True,False,False,1.802,30.819,68.332,29.968,True,CRITICAL,True,4,4,ONLINE,MEDIUM,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000039,P039,S01,2026-02-08,RSSI_FLUCTUATION,W19,HELMET-W19,F02,FORKLIFT,2026-02-08T07:00:00+00:00,8.452,-73.947,-57.659,-89.679,10.228,2.5822,4.436,1.542,8,1,1.4067,83.473,15.356,False,False,False,0.0,29.6,68.915,-98.785,False,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_FALSE_ALARM,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000040,P040,S01,2026-02-11,FORKLIFT_APPROACH,W20,HELMET-W20,F03,FORKLIFT,2026-02-11T07:00:00+00:00,6.551,-63.657,-56.288,-69.223,3.63,2.3868,4.284,1.061,1,3,1.6161,126.662,24.728,False,False,False,1.046,32.06,70.752,338.954,True,CRITICAL,True,0,0,ONLINE,LOW,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000041,P001,S02,2026-01-22,NORMAL_PASSAGE,W01,HELMET-W01,G01,GRINDING_MACHINE,2026-01-22T08:00:00+00:00,2.394,-81.541,-74.156,-86.774,4.103,1.2235,1.369,0.0,1,1,1.4055,25.718,1.424,False,False,False,2.643,33.513,75.292,358.102,True,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000042,P002,S02,2026-01-25,NORMAL_WORK_NEAR_MACHINE,W02,HELMET-W02,G01,GRINDING_MACHINE,2026-01-25T08:00:00+00:00,10.542,-74.853,-68.021,-81.547,2.634,-0.3275,7.816,1.989,2,1,1.4548,102.76,18.396,False,False,False,1.791,30.291,68.748,342.061,True,HIGH,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000043,P003,S02,2026-01-28,NORMAL_WORK_NEAR_MACHINE,W03,HELMET-W03,L01,LASER_CUTTER,2026-01-28T08:00:00+00:00,8.367,-79.857,-72.058,-85.908,3.969,-1.3227,7.104,0.954,3,0,0.8,79.341,10.831,False,False,False,0.0,26.53,73.075,133.608,True,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000044,P004,S02,2026-01-31,SUDDEN_MOTION_AFTER_WARNING,W04,HELMET-W04,G01,GRINDING_MACHINE,2026-01-31T08:00:00+00:00,10.79,-63.727,-55.652,-70.825,5.062,2.1658,4.431,4.236,2,0,2.9366,189.37,33.741,True,False,False,0.243,29.636,74.736,1.654,True,CRITICAL,True,2,0,ONLINE,MEDIUM,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000045,P005,S02,2026-02-03,RSSI_FLUCTUATION,W05,HELMET-W05,F02,FORKLIFT,2026-02-03T08:00:00+00:00,6.642,-74.707,-63.383,-83.684,6.042,-0.5312,2.78,1.295,0,0,1.4945,93.169,1.487,False,False,False,3.805,27.738,71.023,236.87,True,HIGH,True,0,0,ONLINE,LOW,SYNTHETIC_FALSE_ALARM,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000046,P006,S02,2026-02-06,RSSI_FLUCTUATION,W06,HELMET-W06,L01,LASER_CUTTER,2026-02-06T08:00:00+00:00,9.177,-66.109,-52.712,-81.754,8.847,-0.0177,6.784,0.0,1,1,0.8884,41.204,7.102,False,False,False,2.026,29.157,68.05,44.28,False,MODERATE,True,3,1,ONLINE,LOW,SYNTHETIC_FALSE_ALARM,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000047,P007,S02,2026-02-09,NORMAL_PASSAGE,W07,HELMET-W07,F03,FORKLIFT,2026-02-09T08:00:00+00:00,6.918,-85.466,-79.089,-90.197,3.887,-1.1772,4.122,1.75,2,1,1.2324,54.403,26.68,False,False,False,0.0,28.836,51.041,263.638,False,SAFE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000048,P008,S02,2026-02-12,NORMAL_PASSAGE,W08,HELMET-W08,F03,FORKLIFT,2026-02-12T08:00:00+00:00,5.208,-78.501,-74.958,-83.022,1.967,-0.0975,2.496,0.0,3,0,1.1303,27.923,2.092,False,False,False,0.0,28.462,57.96,-73.655,True,MODERATE,True,0,0,ONLINE,MEDIUM,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000049,P009,S02,2026-02-15,FORKLIFT_APPROACH,W09,HELMET-W09,F01,FORKLIFT,2026-02-15T08:00:00+00:00,8.393,-67.021,-61.873,-75.778,3.247,1.7839,6.748,0.971,1,0,1.3816,144.951,15.748,False,False,False,0.569,26.066,55.264,369.951,True,HIGH,True,1,0,ONLINE,LOW,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000050,P010,S02,2026-02-18,RSSI_FLUCTUATION,W10,HELMET-W10,F02,FORKLIFT,2026-02-18T08:00:00+00:00,5.487,-72.686,-58.323,-84.732,8.603,0.7665,4.647,0.0,3,2,1.0434,90.962,0.0,False,False,False,2.299,28.382,57.074,170.577,True,HIGH,True,0,0,ONLINE,LOW,SYNTHETIC_FALSE_ALARM,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000051,P011,S02,2026-02-21,NORMAL_WORK_NEAR_MACHINE,W11,HELMET-W11,F02,FORKLIFT,2026-02-21T08:00:00+00:00,6.346,-67.198,-58.916,-75.91,5.053,0.1427,4.969,0.0,0,0,1.0222,12.572,1.004,False,False,False,3.354,28.566,72.761,119.049,True,HIGH,True,2,0,ONLINE,MEDIUM,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000052,P012,S02,2026-02-24,FALL_CANDIDATE,W12,HELMET-W12,F03,FORKLIFT,2026-02-24T08:00:00+00:00,7.298,-64.211,-55.919,-74.26,5.76,-0.0649,3.91,2.647,5,0,3.7146,338.519,62.736,True,False,True,6.448,29.103,63.061,373.942,True,CRITICAL,True,1,0,ONLINE,HIGH,SIMULATED_FALL_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000053,P013,S02,2026-02-27,FORKLIFT_APPROACH,W13,HELMET-W13,F01,FORKLIFT,2026-02-27T08:00:00+00:00,10.196,-70.933,-59.627,-81.623,6.928,5.3483,6.042,1.605,2,1,1.9328,98.641,20.653,False,False,False,0.0,30.354,63.174,-51.105,True,HIGH,True,1,2,ONLINE,LOW,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000054,P014,S02,2026-03-02,NORMAL_WORK_NEAR_MACHINE,W14,HELMET-W14,F01,FORKLIFT,2026-03-02T08:00:00+00:00,6.914,-80.273,-78.385,-85.948,1.791,-0.531,5.511,0.0,2,0,0.8146,79.067,12.195,False,False,False,0.0,27.295,62.949,6.698,False,SAFE,True,1,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000055,P015,S02,2026-03-05,NORMAL_PASSAGE,W15,HELMET-W15,F02,FORKLIFT,2026-03-05T08:00:00+00:00,5.133,-81.761,-79.122,-86.659,1.476,-0.0261,1.489,0.808,2,1,1.0663,4.882,16.342,False,False,False,2.267,28.243,62.865,516.006,True,SAFE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
